font	search_name	document_count	status	download_available	webfont_usable	webfont_usable_reason	delivery	package	version	license	download_url	note
Rockwell Extra Bold	rockwell	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:4aa3e37e571255737e5e6d4e9d9770a5	4aa3e37e571255737e5e6d4e9d9770a5	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/4aa3e37e571255737e5e6d4e9d9770a5.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/4aa3e37e571255737e5e6d4e9d9770a5); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Sandoll 고딕Neo1 02 UltraLight	sandoll 고딕neo1 02 ultralight	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		neo1, neo10, neo19				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sandoll 고딕Neo1 04 Regular	sandoll 고딕neo1 04	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		neo1, neo10, neo19				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sandoll 고딕Neo1 06 SemiBold	sandoll 고딕neo1 06	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		neo1, neo10, neo19				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sandoll 고딕Neo1 07 Bold	sandoll 고딕neo1 07	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		neo1, neo10, neo19				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sans Serif	sans serif	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		sans-serif, source-sans-pro, manrope				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
sans-serif	sans serif	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		sans-serif, manrope, cal-sans				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
SCDream	scdream	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Script MT Bold	script mt	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:b1f909b1cb3adb801a92229ea92613e1	b1f909b1cb3adb801a92229ea92613e1	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/b1f909b1cb3adb801a92229ea92613e1.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/b1f909b1cb3adb801a92229ea92613e1); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Segoe UI	segoe ui	3	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontpkg/segoe-ui	5.67.0	SEE LICENSE IN README.md	https://cdn.jsdelivr.net/npm/@fontpkg/segoe-ui@5.67.0/segoeui.ttf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Segoe UI Symbol	segoe ui symbol	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:150ed9b2a009a71d2d819b5561167302	150ed9b2a009a71d2d819b5561167302	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/150ed9b2a009a71d2d819b5561167302.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/150ed9b2a009a71d2d819b5561167302); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Semyeongjo	semyeongjo	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Showcard Gothic	showcard gothic	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:d66fa62dabed66f2226a1b2d17da0579	d66fa62dabed66f2226a1b2d17da0579	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/d66fa62dabed66f2226a1b2d17da0579.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/d66fa62dabed66f2226a1b2d17da0579); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Shruti	shruti	6	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:740e77af6f9757e75c0be9b2664472b9	740e77af6f9757e75c0be9b2664472b9	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/740e77af6f9757e75c0be9b2664472b9.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/740e77af6f9757e75c0be9b2664472b9); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
SimHei	simhei	6	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:090ec3fbb2be3c7b36967f0bda8e0964	090ec3fbb2be3c7b36967f0bda8e0964	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/090ec3fbb2be3c7b36967f0bda8e0964.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/090ec3fbb2be3c7b36967f0bda8e0964); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
SimSun	simsun	17	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	react-native-font-sim	2.0.1	MIT	https://cdn.jsdelivr.net/npm/react-native-font-sim@2.0.1/fonts/SimSun.ttf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
SimSun-PUA	simsun pua	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sinmyeong Jungmyeongjo	sinmyeong jungmyeongjo	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sinmyeong Semyeongjo	sinmyeong semyeongjo	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sinmyeong Sinmyeongjo	sinmyeong sinmyeongjo	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Sinmyeongjo	sinmyeongjo	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
SinMyungJo Old Hangul	sinmyungjo old hangul	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		es-hangul, hangul-js, hangul-romanization				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
SinMyungJo Symbol	sinmyungjo symbol	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		symbol, has-symbols, log-symbols				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
SM3신중고딕 03	sm3신중고딕 03	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Snap ITC	snap itc	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:d0725db773b460ed3a456370c80f875d	d0725db773b460ed3a456370c80f875d	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/d0725db773b460ed3a456370c80f875d.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/d0725db773b460ed3a456370c80f875d); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
SpoqaHanSans-Bold	spoqahansans	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:9595d09ddd4503301fa0572d7cb3df77	9595d09ddd4503301fa0572d7cb3df77	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/9595d09ddd4503301fa0572d7cb3df77.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/9595d09ddd4503301fa0572d7cb3df77); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Stencil	stencil	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:93038c0f04a41f5be19797ba18f1bbbc	93038c0f04a41f5be19797ba18f1bbbc	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/93038c0f04a41f5be19797ba18f1bbbc.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/93038c0f04a41f5be19797ba18f1bbbc); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Stencil BT	stencil bt	8	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:353f60b63a9452cbd838c62d8f358184	353f60b63a9452cbd838c62d8f358184	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/353f60b63a9452cbd838c62d8f358184.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/353f60b63a9452cbd838c62d8f358184); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Swis721 BT Italic	swis721 bt	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:d97281294b63b449a93162fccd6121ec	d97281294b63b449a93162fccd6121ec	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/d97281294b63b449a93162fccd6121ec.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/d97281294b63b449a93162fccd6121ec); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Swis721 Lt BT	swis721 lt bt	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:ff21985e04861bb8d9745440ee1e2e7d	ff21985e04861bb8d9745440ee1e2e7d	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/ff21985e04861bb8d9745440ee1e2e7d.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/ff21985e04861bb8d9745440ee1e2e7d); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Sylfaen	sylfaen	6	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:cf85131ef1119a8d56e92cd8ff533995	cf85131ef1119a8d56e92cd8ff533995	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/cf85131ef1119a8d56e92cd8ff533995.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/cf85131ef1119a8d56e92cd8ff533995); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Symbol	symbol	16	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:39a0230c9a2f421123a02f97cd0d451e	39a0230c9a2f421123a02f97cd0d451e	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/39a0230c9a2f421123a02f97cd0d451e.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/39a0230c9a2f421123a02f97cd0d451e); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
T10	t10	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		t10, dowload_ebok_uq_holder_t10_by_ken_akamatsu_dojly, cra-template-kingdom				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
T11	t11	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		t11-36, t11-bi-lsd-tool, @cleocode/git-shim				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
T2	t2	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
T4	t4	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Taegothic	taegothic	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
tahoma	tahoma	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:cd0381aa3322dff4babd137f03829c8c	cd0381aa3322dff4babd137f03829c8c	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/cd0381aa3322dff4babd137f03829c8c.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/cd0381aa3322dff4babd137f03829c8c); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Tahoma	tahoma	60	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:cd0381aa3322dff4babd137f03829c8c	cd0381aa3322dff4babd137f03829c8c	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/cd0381aa3322dff4babd137f03829c8c.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/cd0381aa3322dff4babd137f03829c8c); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Tempus Sans ITC	tempus sans itc	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:261506be3344b3806eefa054f0f6fbf1	261506be3344b3806eefa054f0f6fbf1	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/261506be3344b3806eefa054f0f6fbf1.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/261506be3344b3806eefa054f0f6fbf1); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
TeXplus EF	texplus ef	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
TeXplus EM	texplus em	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
TeXplus EX	texplus ex	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
TeXplus MI	texplus mi	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
TeXplus RM	texplus rm	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:9ffd7ce2bf8b8c18e29930bd989d5f3d	9ffd7ce2bf8b8c18e29930bd989d5f3d	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/9ffd7ce2bf8b8c18e29930bd989d5f3d.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/9ffd7ce2bf8b8c18e29930bd989d5f3d); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
TeXplus SA	texplus sa	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
TeXplus SB	texplus sb	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
TeXplus SY	texplus sy	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
TeXplus TE	texplus te	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Times	times	4	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		repeat-string, repeat-element, @redis/time-series				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Times New Roman	times new roman	889	available	가능	라이선스 검토 필요	CDN 응답은 확인했지만 패키지 라이선스 근거가 부족함	jsDelivr 웹 검색	@canvas-fonts/times-new-roman	1.0.4	패키지 메타데이터 미확인	https://cdn.jsdelivr.net/npm/@canvas-fonts/times-new-roman@1.0.4/Times New Roman.ttf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Times New Roman Bold	times new roman	8	available	가능	라이선스 검토 필요	CDN 응답은 확인했지만 패키지 라이선스 근거가 부족함	jsDelivr 웹 검색	@canvas-fonts/times-new-roman-bold	1.0.4	패키지 메타데이터 미확인	https://cdn.jsdelivr.net/npm/@canvas-fonts/times-new-roman-bold@1.0.4/Times New Roman Bold.ttf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
